farm_id,AddressKey,B_STRAATNAAM,B_HUIS_NR,B_HUIS_NR_TOEV,B_POSTCODE,B_PLAATS,COMPANY_NAME,company_id,doc_id_latest,Titel_latest,Datum_latest,Instantie_latest,stage_latest_llm,stage_latest_manual,URL_BEKENDMAKING,URL_PDF,doc_ids_all,AddressKeyAll
FARM0142,brugpas|27|a|5814 an|veulen,Brugpas,27,A,5814 AN,Veulen,,,doc_00177,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Brugpas 27-27A, 5814 AN Veulen",2025-09-10,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14767.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14767/1/pdf/prb-2025-14767.pdf,doc_00177,"brugpas|27|a|5814 an|veulen,brugpas|27||5814 an|veulen"
FARM0142,brugpas|27||5814 an|veulen,Brugpas,27,,5814 AN,Veulen,,,doc_00177,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Brugpas 27-27A, 5814 AN Veulen",2025-09-10,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14767.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14767/1/pdf/prb-2025-14767.pdf,doc_00177,"brugpas|27|a|5814 an|veulen,brugpas|27||5814 an|veulen"
FARM0143,sangeldijk|7||7451 mg|holten,Sangeldijk,7,,7451 MG,Holten,,,doc_00179,"Aanvraag voor wijziging op een vergunning voor Lumeij V.O.F., Sangeldijk 7 Holten (LBV regeling)  Sangeldijk 7 Holten",2025-09-09,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14699.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14699/1/pdf/prb-2025-14699.pdf,doc_00179,sangeldijk|7||7451 mg|holten
FARM0144,winterkamperweg|26||7475 sj|markelo,Winterkamperweg,26,,7475 SJ,Markelo,,,doc_00180,Aanvraag voor het wijzigen van een vergunning voor wijzigen WNB vergunning Z-HZ-NB-2013-017416 tbv LBV regeling Winterkamperweg 26 Markelo,2025-09-09,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14692.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14692/1/pdf/prb-2025-14692.pdf,doc_00180,winterkamperweg|26||7475 sj|markelo
FARM0145,molenweg|24||7448 re|haarle,Molenweg,24,,7448 RE,Haarle,,,doc_00181,Aanvraag voor een vergunning voor omschakeling tot akkerbouw (LBV-regeling) voor de locatie Molenweg 24 te Haarle,2025-09-09,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14696.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14696/1/pdf/prb-2025-14696.pdf,doc_00181,molenweg|24||7448 re|haarle
FARM0146,wittebroeksweg|13||7448 ps|haarle,Wittebroeksweg,13,,7448 PS,Haarle,,,doc_00182,Aanvraag voor een vergunning (LBV) voor de locatie Wittebroeksweg 13 te Haarle,2025-09-09,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14715.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14715/1/pdf/prb-2025-14715.pdf,doc_00182,wittebroeksweg|13||7448 ps|haarle
FARM0147,drie kooienweg|22||5977 nl|evertsoord,Drie Kooienweg,22,,5977 NL,Evertsoord,,,doc_00183,"Aanvraag Omgevingsvergunning Natura 2000 activiteit exploiteren van een paardenhouderij (Lbv/Lbv+ deelnemer), Drie Kooienweg 22, 5977 NL Evertsoord",2025-09-08,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14628.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14628/1/pdf/prb-2025-14628.pdf,doc_00183,drie kooienweg|22||5977 nl|evertsoord
FARM0148,werkhorstlaan|3||8385 gj|vledderveen,Werkhorstlaan,3,,8385 GJ,Vledderveen,,,doc_00184,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Werkhorstlaan 3, 8385 GJ Vledderveen–(gedeeltelijke) intrekking vergunning",2025-09-05,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14515.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14515/1/pdf/prb-2025-14515.pdf,doc_00184,werkhorstlaan|3||8385 gj|vledderveen
FARM0149,binnenweg|25||8378 jh|paasloo,Binnenweg,25,,8378 JH,Paasloo,,,doc_00185,Besluit op een aanvraag voor een vergunning voor Lbv intrekking gehele natuurvergunning Z-HZ-NB-2015-005119 Binnenweg 25 Paasloo,2025-09-05,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-14516.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14516/1/pdf/prb-2025-14516.pdf,doc_00185,binnenweg|25||8378 jh|paasloo
FARM0150,witterietsweg|3|a|7475 rp|markelo,Witterietsweg,3,a,7475 RP,Markelo,,,doc_00186,Besluit op een aanvraag voor een vergunning voor Lbv intrekking gehele natuurvergunning Z-HZ-NB-2015-003997 Witterietsweg 3a Markelo,2025-09-05,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-14532.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14532/1/pdf/prb-2025-14532.pdf,doc_00186,witterietsweg|3|a|7475 rp|markelo
FARM0151,kluunvenneweg|6||7475 se|markelo,Kluunvenneweg,6,,7475 SE,Markelo,,,doc_00187,Besluit op een aanvraag voor een vergunning voor Lbv intrekking gehele natuurvergunning Z-HZ-NB-2013-018920 Kluunvenneweg 6 Markelo,2025-09-05,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-14506.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14506/1/pdf/prb-2025-14506.pdf,doc_00187,kluunvenneweg|6||7475 se|markelo
FARM0152,helhuizerweg|16||7451 ke|holten,Helhuizerweg,16,,7451 KE,Holten,,,doc_00190,Aanvraag voor een vergunning voor B240925 Natuur NB vergunning tbv LBV Helhuizerweg 16 Holten,2025-09-04,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14492.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14492/1/pdf/prb-2025-14492.pdf,doc_00190,helhuizerweg|16||7451 ke|holten
FARM0153,achterkampweg|13||8102 ta|raalte,Achterkampweg,13,,8102 TA,Raalte,,,doc_00191,"Besluit op een aanvraag voor een vergunning voor Lbv-plus intrekking gehele natuurvergunning  Achterkampweg 13, 8102TA Raalte",2025-09-03,Overijssel,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-14416.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14416/1/pdf/prb-2025-14416.pdf,doc_00191,achterkampweg|13||8102 ta|raalte
FARM0154,oude boekeloseweg|115||7482 sh|haaksbergen,Oude Boekeloseweg,115,,7482 SH,Haaksbergen,,,doc_00192,Aanvraag voor het intrekken van een vergunning voor ivm LBV-regeling Oude Boekeloseweg 115 Haaksbergen,2025-09-03,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14413.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14413/1/pdf/prb-2025-14413.pdf,doc_00192,oude boekeloseweg|115||7482 sh|haaksbergen
FARM0155,de vennekens|1||5283 vg|boxtel,De Vennekens,1,,5283 VG,Boxtel,J.O.L.M. de Bresser,,doc_00193,"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - J.O.L.M. de Bresser, De Vennekens 1, 5283 VG te Boxtel",2025-09-02,Noord-Brabant,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-14284.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14284/1/pdf/prb-2025-14284.pdf,"doc_00193,doc_00288",de vennekens|1||5283 vg|boxtel
FARM0156,van helomaweg|4||8351 ht|wapserveen,Van Helomaweg,4,,8351 HT,Wapserveen,,,doc_00194,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Van Helomaweg 4, 8351 HT Wapserveen –(gedeeltelijke) intrekking vergunning",2025-09-01,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14232.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14232/1/pdf/prb-2025-14232.pdf,doc_00194,van helomaweg|4||8351 ht|wapserveen
FARM0157,polderweg|1||8383 xs|nijensleek,Polderweg,1,,8383 XS,Nijensleek,,,doc_00195,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Polderweg 1, 8383 XS Nijensleek –(gedeeltelijke) intrekking vergunning",2025-09-01,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14231.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14231/1/pdf/prb-2025-14231.pdf,"doc_00195,doc_00243",polderweg|1||8383 xs|nijensleek
FARM0158,ir. mettropweg|5||5528 nv|hoogeloon,Ir. Mettropweg,5,,5528 NV,Hoogeloon,,,doc_00020,"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - Ir. Mettropweg 5, 5528 NV te Hoogeloon",2025-11-13,Noord-Brabant,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-18819.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-18819/1/pdf/prb-2025-18819.pdf,"doc_00020,doc_00196",ir. mettropweg|5||5528 nv|hoogeloon
FARM0159,dwarsgraafweg|01||3774 tg|kootwijkerbroek,Dwarsgraafweg,1,,3774 TG,Kootwijkerbroek,,,doc_00197,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Dwarsgraafweg 3-01 te Kootwijkerbroek",2025-08-29,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-14161.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14161/1/pdf/prb-2025-14161.pdf,"doc_00197,doc_00280","dwarsgraafweg|01||3774 tg|kootwijkerbroek,dwarsgraafweg|3||3774 tg|kootwijkerbroek"
FARM0159,dwarsgraafweg|3||3774 tg|kootwijkerbroek,Dwarsgraafweg,3,,3774 TG,Kootwijkerbroek,,,doc_00197,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Dwarsgraafweg 3-01 te Kootwijkerbroek",2025-08-29,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-14161.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14161/1/pdf/prb-2025-14161.pdf,"doc_00197,doc_00280","dwarsgraafweg|01||3774 tg|kootwijkerbroek,dwarsgraafweg|3||3774 tg|kootwijkerbroek"
FARM0160,de steegde|8||9417 te|spier,De Steegde,8,,9417 TE,Spier,,,doc_00199,Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit - De Steegde 8 in Spier –(gedeeltelijke) intrekking vergunning,2025-08-28,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-14085.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-14085/1/pdf/prb-2025-14085.pdf,doc_00199,de steegde|8||9417 te|spier
FARM0161,berghuisweg|19||8111 nc|heeten,Berghuisweg,19,,8111 NC,Heeten,,,doc_00201,"Aanvraag voor het intrekken van een vergunning voor Berghuisweg 19, Heeten t.b.v. LBV",2025-08-27,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-13971.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13971/1/pdf/prb-2025-13971.pdf,doc_00201,berghuisweg|19||8111 nc|heeten
FARM0162,tienraijseweg|35||5864 ch|meerlo,Tienraijseweg,35,,5864 CH,Meerlo,,,doc_00202,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Tienraijseweg 35, 5864 CH Meerlo",2025-08-25,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-13868.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13868/1/pdf/prb-2025-13868.pdf,doc_00202,tienraijseweg|35||5864 ch|meerlo
FARM0163,önninkweg|4||7106 cw|winterswijk ratum,Önninkweg,4,,7106 CW,Winterswijk Ratum,,,doc_00095,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Önninkweg 4 te Winterswijk Ratum",2025-10-09,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16601.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16601/1/pdf/prb-2025-16601.pdf,"doc_00095,doc_00203,doc_00314","önninkweg|4||7106 cw|winterswijk ratum,önninkweg|6||7106 cw|winterswijk ratum"
FARM0163,önninkweg|6||7106 cw|winterswijk ratum,Önninkweg,6,,7106 CW,Winterswijk Ratum,,,doc_00095,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Önninkweg 4 te Winterswijk Ratum",2025-10-09,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16601.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16601/1/pdf/prb-2025-16601.pdf,"doc_00095,doc_00203,doc_00314","önninkweg|4||7106 cw|winterswijk ratum,önninkweg|6||7106 cw|winterswijk ratum"
FARM0164,koekamperweg|16||3882 tc|putten,Koekamperweg,16,,3882 TC,Putten,,,doc_00205,"Provincie Gelderland Wet natuurbescherming, locatie Koekamperweg 16 te Putten",2025-08-22,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-13766.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13766/1/pdf/prb-2025-13766.pdf,"doc_00205,doc_00292",koekamperweg|16||3882 tc|putten
FARM0165,ravenweg|15||3776 mp|stroe,Ravenweg,15,,3776 MP,Stroe,,,doc_00085,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Ravenweg 15 te Stroe",2025-10-15,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16933.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16933/1/pdf/prb-2025-16933.pdf,"doc_00085,doc_00206",ravenweg|15||3776 mp|stroe
FARM0166,hardenbergerweg|81||7678 vr|geesteren,Hardenbergerweg,81,,7678 VR,Geesteren,,,doc_00207,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hardenbergerweg 81 te Geesteren",2025-08-22,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-13814.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13814/1/pdf/prb-2025-13814.pdf,doc_00207,hardenbergerweg|81||7678 vr|geesteren
FARM0167,westenengseweg|10|a|6732 gj|harskamp,Westenengseweg,10,a,6732 GJ,Harskamp,,,doc_00209,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Westenengseweg 10a te Harskamp",2025-08-21,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-13655.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13655/1/pdf/prb-2025-13655.pdf,doc_00209,westenengseweg|10|a|6732 gj|harskamp
FARM0168,tonnenberg|8||3852 pc|ermelo,Tonnenberg,8,,3852 PC,Ermelo,,,doc_00210,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Tonnenberg 8 te Ermelo",2025-08-21,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-13681.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13681/1/pdf/prb-2025-13681.pdf,"doc_00210,doc_00295",tonnenberg|8||3852 pc|ermelo
FARM0169,hunenborgseweg|17||7634 pk|tilligte,Hunenborgseweg,17,,7634 PK,Tilligte,,,doc_00212,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hunenborgseweg 17 te Tilligte",2025-08-20,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-13646.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13646/1/pdf/prb-2025-13646.pdf,doc_00212,hunenborgseweg|17||7634 pk|tilligte
FARM0170,oenerweg|2||8181 rh|heerde,Oenerweg,2,,8181 RH,Heerde,,,doc_00096,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Oenerweg 2 te Heerde",2025-10-08,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16537.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16537/1/pdf/prb-2025-16537.pdf,"doc_00096,doc_00214",oenerweg|2||8181 rh|heerde
FARM0171,dunenkamperweg|1||3776 mt|stroe,Dunenkamperweg,1,,3776 MT,Stroe,,,doc_00110,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Dunenkamperweg 1 te Stroe",2025-10-02,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16225.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16225/1/pdf/prb-2025-16225.pdf,"doc_00110,doc_00215",dunenkamperweg|1||3776 mt|stroe
FARM0172,koekamperweg|18||3882 tc|putten,Koekamperweg,18,,3882 TC,Putten,,,doc_00118,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Koekamperweg 18 te Putten",2025-09-30,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15968.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15968/1/pdf/prb-2025-15968.pdf,"doc_00118,doc_00219",koekamperweg|18||3882 tc|putten
FARM0173,hooiland|76||7381 bl|klarenbeek,Hooiland,76,,7381 BL,Klarenbeek,,,doc_00221,"Provincie Gelderland  Omgevingswet Natura 2000-activiteit, locatie Hooiland 76 te Klarenbeek",2025-08-12,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-13199.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13199/1/pdf/prb-2025-13199.pdf,doc_00221,hooiland|76||7381 bl|klarenbeek
FARM0174,nijkerkerweg|65||3853 nv|ermelo,Nijkerkerweg,65,,3853 NV,Ermelo,,,doc_00225,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Nijkerkerweg 65 te Ermelo",2025-08-08,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-12997.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12997/1/pdf/prb-2025-12997.pdf,"doc_00225,doc_00306",nijkerkerweg|65||3853 nv|ermelo
FARM0175,riviereweg|2||6003 rs|weert,Riviereweg,2,,6003 RS,Weert,,,doc_00227,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Riviereweg 2, 6003 RS Weert",2025-08-08,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-13009.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-13009/1/pdf/prb-2025-13009.pdf,doc_00227,riviereweg|2||6003 rs|weert
FARM0176,schoenlapperweg|9||3862 pl|nijkerk,Schoenlapperweg,9,,3862 PL,Nijkerk,,,doc_00230,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Schoenlapperweg 9 te Nijkerk",2025-08-07,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-12908.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12908/1/pdf/prb-2025-12908.pdf,"doc_00230,doc_00316",schoenlapperweg|9||3862 pl|nijkerk
FARM0177,harderwijkerweg|78||3888 ls|uddel,Harderwijkerweg,78,,3888 LS,Uddel,,,doc_00232,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Harderwijkerweg 78 te Uddel",2025-08-07,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-12926.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12926/1/pdf/prb-2025-12926.pdf,"doc_00232,doc_00317",harderwijkerweg|78||3888 ls|uddel
FARM0178,garderenseweg|184||3852 nm|ermelo,Garderenseweg,184,,3852 NM,Ermelo,,,doc_00138,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Garderenseweg 184 te Ermelo",2025-09-25,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15703.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15703/1/pdf/prb-2025-15703.pdf,"doc_00138,doc_00233",garderenseweg|184||3852 nm|ermelo
FARM0179,breihutterweg|6||3774 le|kootwijkerbroek,Breihutterweg,6,,3774 LE,Kootwijkerbroek,,,doc_00234,"Provincie Gelderland Omgevingswet Natura 2000-activiteit, locatie Breihutterweg 6 te Kootwijkerbroek",2025-08-07,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-12910.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12910/1/pdf/prb-2025-12910.pdf,"doc_00234,doc_00315",breihutterweg|6||3774 le|kootwijkerbroek
FARM0180,timmermannsweg|113||5813 am|ysselsteyn,Timmermannsweg,113,,5813 AM,Ysselsteyn,,,doc_00235,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Timmermannsweg 113, 5813 AM Ysselsteyn",2025-08-07,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-12934.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12934/1/pdf/prb-2025-12934.pdf,doc_00235,timmermannsweg|113||5813 am|ysselsteyn
FARM0181,kleine bergerweg|9||6077 pc|sint odiliënberg,Kleine Bergerweg,9,,6077 PC,Sint Odiliënberg,,,doc_00083,"Kennisgeving omgevingsvergunning Natura 2000-activiteit, Kleine Bergerweg 9, 6077 PC Sint Odiliënberg, Z2025-00001869",2025-10-16,Limburg,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-17047.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-17047/1/pdf/prb-2025-17047.pdf,"doc_00083,doc_00236",kleine bergerweg|9||6077 pc|sint odiliënberg
FARM0182,werftweg|1||6733 ge|wekerom,Werftweg,1,,6733 GE,Wekerom,,,doc_00159,"Provincie Gelderland Omgevingswet  Natura 2000-activiteit, locatie Werftweg 1 te Wekerom",2025-09-17,Gelderland,draft_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-15190.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-15190/1/pdf/prb-2025-15190.pdf,"doc_00159,doc_00238,doc_00307",werftweg|1||6733 ge|wekerom
FARM0183,dorpsstraat|96||6074 gd|melick,Dorpsstraat,96,,6074 GD,Melick,,,doc_00239,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Dorpsstraat 96, 6074GD Melick",2025-08-04,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-12689.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12689/1/pdf/prb-2025-12689.pdf,doc_00239,dorpsstraat|96||6074 gd|melick
FARM0184,crommentuijnstraat|56||5964 nn|meterik,Crommentuijnstraat,56,,5964 NN,Meterik,,,doc_00240,"Aanvraag Omgevingsvergunning Natura 2000 activiteit wijzigen van de natuurvergunning in het kader van de Lbv/Lbv+ regeling, Crommentuijnstraat 56, 5964 NN Meterik",2025-08-04,Limburg,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-12688.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12688/1/pdf/prb-2025-12688.pdf,doc_00240,crommentuijnstraat|56||5964 nn|meterik
FARM0185,lutterstraat|6||5396 pb|lithoijen,Lutterstraat,6,,5396 PB,Lithoijen,De Groot,,doc_00108,"Provincie Noord-Brabant – beschikking aanvraag omgevingsvergunning - De Groot, Lutterstraat 6, 5396 PB te Lithoijen",2025-10-02,Noord-Brabant,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-16219.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-16219/1/pdf/prb-2025-16219.pdf,"doc_00108,doc_00241",lutterstraat|6||5396 pb|lithoijen
FARM0186,marshoekersteeg|25||7722 kp|dalfsen,Marshoekersteeg,25,,7722 KP,Dalfsen,,,doc_00244,"Kennisgeving ontvangst van een verzoek tot het behandelen van een aanvraag voor een beschikking, Marshoekersteeg 25, 7722KP Dalfsen",2025-07-31,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-12518.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12518/1/pdf/prb-2025-12518.pdf,doc_00244,marshoekersteeg|25||7722 kp|dalfsen
FARM0187,van helomaweg|2|a|8351 ht|wapserveen,Van Helomaweg,2,A,8351 HT,Wapserveen,,,doc_00245,"Kennisgeving ontvangst aanvraag omgevingsvergunning voor een Natura 2000-activiteit – Van Helomaweg 2A, 8351 HT Wapserveen–(gedeeltelijke) intrekking vergunning",2025-07-31,Drenthe,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-12566.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12566/1/pdf/prb-2025-12566.pdf,doc_00245,van helomaweg|2|a|8351 ht|wapserveen
FARM0188,zonnenbergstraat|53||7384 dl|wilp,Zonnenbergstraat,53,,7384 DL,Wilp,,,doc_00246,"Provincie Gelderland – Omgevingswet Natura 2000-activiteit, locatie Zonnenbergstraat 53 te Wilp",2025-07-30,Gelderland,definitive_decision,,https://zoek.officielebekendmakingen.nl/prb-2025-12498.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12498/1/pdf/prb-2025-12498.pdf,"doc_00246,doc_00335",zonnenbergstraat|53||7384 dl|wilp
FARM0189,hoffmansweg|6|b|7671 sm|vriezenveen,Hoffmansweg,6,b,7671 SM,Vriezenveen,,,doc_00248,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hoffmansweg 6b te Vriezenveen",2025-07-30,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-12509.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12509/1/pdf/prb-2025-12509.pdf,doc_00248,hoffmansweg|6|b|7671 sm|vriezenveen
FARM0190,hoffmansweg|6|a|7671 sm|vriezenveen,Hoffmansweg,6,a,7671 SM,Vriezenveen,,,doc_00249,"Kennisgeving ontvangst van een aanvraag voor een beschikking, Hoffmansweg 6a Vriezenveen",2025-07-30,Overijssel,receipt_of_application,,https://zoek.officielebekendmakingen.nl/prb-2025-12508.html,https://repository.overheid.nl/frbr/officielepublicaties/prb/2025/prb-2025-12508/1/pdf/prb-2025-12508.pdf,doc_00249,hoffmansweg|6|a|7671 sm|vriezenveen
